-7.839192542766554	-13.905857597423136
-6.813551172736794	-15.615296648075827
-5.104148889353866	-18.00851131898959
-3.736627062647514	-19.376062559511738
-1.3434638659114029	-20.05983817977281
1.3915797875012856	-21.427389420294958
4.126623440913988	-25.18815533173087
8.912949834386197	-27.923257812775176
14.04115668453501	-28.948921243166794
17.80184170797746	-29.632696863427867
20.536885361390162	-31.342135914080544
21.9044071880965	-34.41912620525538
24.639450841509202	-37.83800430656076
28.058255408275073	-40.57310678760506
30.451418605011185	-41.94065802812721
32.844581801747296	-41.94065802812721
38.656549565249264	-41.94065802812721
