10.930367057510779	-67.78846503188188
10.930367057510779	-61.91831583907454
10.930367057510779	-57.725352129926435
10.930367057510779	-51.43590656620428
8.833930294871323	-48.92012834071542
5.060344122120313	-45.98505374431175
4.641056769592424	-40.53420092241922
4.641056769592424	-34.24475535869706
0.4481832443135261	-29.213198907719345
1.7060453018972055	-27.116717053145294
7.995355589815546	-26.278124311315665
10.930367057510779	-25.43953156948605
12.188229115094444	-20.407975118508332
14.703953230261774	-17.472900522104652
12.188229115094444	-17.053604151189845
8.414642942343434	-15.3764186675306
2.5446200069529823	-15.3764186675306
-5.841127043604814	-14.118529554786178
-8.356851158772145	-10.76415858746769
-10.4532879214116	-8.248380361978832
-14.646161446690485	-7.409787620149217
-15.065448799218387	-2.3782311691714852
-17.16188556185783	0.9761397981469884
-19.67760967702516	6.00769624912472
-22.193333792192504	8.942770845528386
-24.289770554831946	9.362067216443194
